Station, Calculated Magnitude, NEIC Magnitude, Event Distance, Event Lat, Event Lon 
R5BDD,3.68651163941,2.5,185.154081902,36.2305,-99.0571
R5BDD,3.75609544225,3.5,178.464432441,36.6135,-98.4002
R5BDD,3.65439645297,3.4,119.580311295,36.2837,-97.5043
R5BDD,3.40540456507,2.9,71.347820592,35.848,-97.3746
R5BDD,2.69244735812,2.7,113.069617869,36.2212,-97.5652
R5BDD,2.6539000512,2.6,112.920520025,36.2195,-97.5694
R5BDD,3.28584765942,2.4,118.378584368,36.2717,-97.3525
R5BDD,2.89907990877,3.6,52.1793134433,35.677,-97.4139
R5BDD,2.77232528974,2.6,131.57184977,36.3278,-96.9647
R5BDD,2.5843782923,2.5,147.23690203,36.454,-96.8827
R5BDD,2.15288006111,2.4,67.0158974867,35.8111,-97.4255
R5BDD,3.02139132692,2.8,183.692857496,36.4428,-98.7937
R5BDD,3.07210321701,3.0,183.830295448,36.4583,-98.7745
R5BDD,2.78824184534,2.9,99.9417611349,35.8619,-96.6837
R5BDD,3.15555107388,2.9,179.093566089,36.8147,-97.6195
R5BDD,3.59279855267,2.5,201.639884527,36.5325,-98.9684
R5BDD,3.30617293236,2.8,155.860762137,36.5764,-97.8263
R5BDD,3.52521545929,2.9,213.787260957,37.1288,-97.613
R5BDD,3.4211559541,3.4,213.357696409,37.1248,-97.615
R5BDD,3.20576782126,3.2,213.590996575,37.1268,-97.6168
R5BDD,3.00962875893,3.5,51.8018397967,35.6733,-97.4071
R5BDD,3.12479363816,3.5,100.588953544,35.8639,-96.6759
R5BDD,3.62296426915,3.3,184.738217339,36.4554,-98.7938
R5BDD,3.31773895177,3.2,184.892644133,36.4564,-98.795
R5BDD,3.38727438955,2.6,204.312527678,36.4054,-99.1572
R5BDD,2.48365786873,3.0,51.6328322407,35.6717,-97.4056
R5BDD,2.55141988632,3.3,51.4992201938,35.6704,-97.4038
R5BDD,3.0570700585,2.9,213.255409148,37.1244,-97.606
R5BDD,2.57690718121,3.0,51.3777931914,35.669,-97.3985
R5BDD,3.20391303361,3.1,185.313314237,36.4562,-98.8023
R5BDD,3.37414849225,2.7,208.104751171,37.0692,-97.7173
R5BDD,2.95086699325,2.5,201.797032611,36.5353,-98.9673
R5BDD,3.06341877522,2.7,119.325849856,36.2811,-97.5116
R5BDD,2.53832716383,2.7,68.7656085569,35.7954,-97.2017
R5BDD,2.96473794239,2.9,97.0483496824,35.7954,-96.6489
R5BDD,2.56775564598,2.6,37.1067067196,34.8866,-97.5565
R5BDD,3.04247422967,2.5,153.894037821,36.3939,-98.322
R5BDD,2.56136601917,2.3,52.0600803574,35.6741,-97.3835
R5BDD,3.5274053094,2.6,183.355933459,36.4838,-98.7295
R5BDD,2.34869348569,2.8,105.321335432,35.9927,-96.788
R5BDD,3.26233680109,3.3,179.497250911,36.7494,-98.0416
R5BDD,2.30004955955,2.5,98.8533306625,36.0767,-97.2025
